citation,processed_text
Numbers 25:7,phinehas son eleazar son aaron priest saw rose among congregation took javelin hand
Numbers 25:8,went man israel tent thrust man israel woman belly plague stayed children israel
Numbers 25:9,died plague twenty four thousand
Numbers 25:10,lord spake unto moses saying
Numbers 25:11,phinehas son eleazar son aaron priest hath turned wrath away children israel zealous sake among consumed children israel jealousy
Numbers 25:12,wherefore say behold give unto covenant peace
Numbers 25:13,shall seed even covenant everlasting priesthood zealous god made atonement children israel
Numbers 25:14,name israelite slain even slain midianitish woman zimri son salu prince chief house among simeonites
Numbers 25:15,name midianitish woman slain cozbi daughter zur head people chief house midian
Numbers 25:16,lord spake unto moses saying
Numbers 25:17,vex midianites smite
Numbers 25:18,vex wiles wherewith beguiled matter peor matter cozbi daughter prince midian sister slain day plague peor sake
Numbers 26:1,came pass plague lord spake unto moses unto eleazar son aaron priest saying
Numbers 26:2,take sum congregation children israel twenty years old upward throughout fathers house able go war israel
Numbers 26:3,moses eleazar priest spake plains moab jordan near jericho saying
Numbers 26:4,take sum people twenty years old upward lord commanded moses children israel went forth land egypt
Numbers 26:5,reuben eldest son israel children reuben hanoch cometh family hanochites pallu family palluites
Numbers 26:6,hezron family hezronites carmi family carmites
Numbers 26:7,families reubenites numbered forty three thousand seven hundred thirty
Numbers 26:8,sons pallu eliab
Numbers 26:9,sons eliab nemuel dathan abiram dathan abiram famous congregation strove moses aaron company korah strove lord
Numbers 26:10,earth opened mouth swallowed together korah company died time fire devoured two hundred fifty men became sign
Numbers 26:11,notwithstanding children korah died
Numbers 26:12,sons simeon families nemuel family nemuelites jamin family jaminites jachin family jachinites
Numbers 26:13,zerah family zarhites shaul family shaulites
Numbers 26:14,families simeonites twenty two thousand two hundred
Numbers 26:15,children gad families zephon family zephonites haggi family haggites shuni family shunites
Numbers 26:16,ozni family oznites eri family erites
Numbers 26:17,arod family arodites areli family arelites
Numbers 26:18,families children gad according numbered forty thousand five hundred
Numbers 26:19,sons judah er onan er onan died land canaan
Numbers 26:20,sons judah families shelah family shelanites pharez family pharzites zerah family zarhites
Numbers 26:21,sons pharez hezron family hezronites hamul family hamulites
Numbers 26:22,families judah according numbered threescore sixteen thousand five hundred
Numbers 26:23,sons issachar families tola family tolaites pua family punites
Numbers 26:24,jashub family jashubites shimron family shimronites
Numbers 26:25,families issachar according numbered threescore four thousand three hundred
Numbers 26:26,sons zebulun families sered family sardites elon family elonites jahleel family jahleelites
Numbers 26:27,families zebulunites according numbered threescore thousand five hundred
Numbers 26:28,sons joseph families manasseh ephraim
Numbers 26:29,sons manasseh machir family machirites machir begat gilead gilead come family gileadites
Numbers 26:30,sons gilead jeezer family jeezerites helek family helekites
Numbers 26:31,asriel family asrielites shechem family shechemites
Numbers 26:32,shemida family shemidaites hepher family hepherites
Numbers 26:33,zelophehad son hepher sons daughters names daughters zelophehad mahlah noah hoglah milcah tirzah
Numbers 26:34,families manasseh numbered fifty two thousand seven hundred
Numbers 26:35,sons ephraim families shuthelah family shuthalhites becher family bachrites tahan family tahanites
Numbers 26:36,sons shuthelah eran family eranites
Numbers 26:37,families sons ephraim according numbered thirty two thousand five hundred sons joseph families
Numbers 26:38,sons benjamin families bela family belaites ashbel family ashbelites ahiram family ahiramites
Numbers 26:39,shupham family shuphamites hupham family huphamites
Numbers 26:40,sons bela ard naaman ard family ardites naaman family naamites
Numbers 26:41,sons benjamin families numbered forty five thousand six hundred
Numbers 26:42,sons dan families shuham family shuhamites families dan families
Numbers 26:43,families shuhamites according numbered threescore four thousand four hundred
Numbers 26:44,children asher families jimna family jimnites jesui family jesuites beriah family beriites
Numbers 26:45,sons beriah heber family heberites malchiel family malchielites
Numbers 26:46,name daughter asher sarah
Numbers 26:47,families sons asher according numbered fifty three thousand four hundred
Numbers 26:48,sons naphtali families jahzeel family jahzeelites guni family gunites
Numbers 26:49,jezer family jezerites shillem family shillemites
Numbers 26:50,families naphtali according families numbered forty five thousand four hundred
Numbers 26:51,numbered children israel six hundred thousand thousand seven hundred thirty
Numbers 26:52,lord spake unto moses saying
Numbers 26:53,unto land shall divided inheritance according number names
Numbers 26:54,many thou shalt give inheritance thou shalt give less inheritance every one shall inheritance given according numbered
Numbers 26:55,notwithstanding land shall divided lot according names tribes fathers shall inherit
Numbers 26:56,according lot shall possession thereof divided many
Numbers 26:57,numbered levites families gershon family gershonites kohath family kohathites merari family merarites
Numbers 26:58,families levites family libnites family hebronites family mahlites family mushites family korathites kohath begat amram
Numbers 26:59,name amram wife jochebed daughter levi mother bare levi egypt bare unto amram aaron moses miriam sister
Numbers 26:60,unto aaron born nadab abihu eleazar ithamar
Numbers 26:61,nadab abihu died offered strange fire lord
Numbers 26:62,numbered twenty three thousand males month old upward numbered among children israel inheritance given among children israel
Numbers 26:63,numbered moses eleazar priest numbered children israel plains moab jordan near jericho
Numbers 26:64,among man moses aaron priest numbered numbered children israel wilderness sinai
Numbers 26:65,lord said shall surely die wilderness left man save caleb son jephunneh joshua son nun
Numbers 27:1,came daughters zelophehad son hepher son gilead son machir son manasseh families manasseh son joseph names daughters mahlah noah hoglah milcah tirzah
Numbers 27:2,stood moses eleazar priest princes congregation door tabernacle congregation saying
Numbers 27:3,father died wilderness company gathered together lord company korah died sin sons
Numbers 27:4,name father done away among family hath son give unto us therefore possession among brethren father
Numbers 27:5,moses brought cause lord
Numbers 27:6,lord spake unto moses saying
Numbers 27:7,daughters zelophehad speak right thou shalt surely give possession inheritance among father brethren thou shalt cause inheritance father pass unto
Numbers 27:8,thou shalt speak unto children israel saying man die son ye shall cause inheritance pass unto daughter
Numbers 27:9,daughter ye shall give inheritance unto brethren
Numbers 27:10,brethren ye shall give inheritance unto father brethren
Numbers 27:11,father brethren ye shall give inheritance unto kinsman next family shall possess shall unto children israel statute judgment lord commanded moses
Numbers 27:12,lord said unto moses get thee mount abarim see land given unto children israel
Numbers 27:13,thou hast seen thou also shalt gathered unto thy people aaron thy brother gathered
Numbers 27:14,ye rebelled commandment desert zin strife congregation sanctify water eyes water meribah kadesh wilderness zin
Numbers 27:15,moses spake unto lord saying
Numbers 27:16,let lord god spirits flesh set man congregation
Numbers 27:17,may go may go may lead may bring congregation lord sheep shepherd
Numbers 27:18,lord said unto moses take thee joshua son nun man spirit lay thine hand upon
Numbers 27:19,set eleazar priest congregation give charge sight
Numbers 27:20,thou shalt put thine honor upon congregation children israel may obedient
Numbers 27:21,shall stand eleazar priest shall ask counsel judgment urim lord word shall go word shall come children israel even congregation
